Nombre Producto,Sub Categoría Producto,Categoría Producto,Color,Fecha,Cantidad,Precio,Nombre Cliente,Genero,Ingreso Anual,Estado Civil,Rango Edad,Tipo Tienda,Nombre Tienda,País,Fecha actual,Costo
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,18/09/2015,1,"126,9","Deng, Lindsey",Femenino,40000,Casado,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,28/08/2022,81
SV Videos de Auto LCD7W M7080 Marrón,Videos de Auto,TV y Video,Marrón,18/09/2015,1,1650,"Deng, Lindsey",Femenino,40000,Casado,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,28/08/2022,1220
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,18/09/2015,1,"126,9","Shan, Maurice",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,28/08/2022,83
SV Videos de Auto LCD9.2W X9280 Dorado,Videos de Auto,TV y Video,Dorado,18/09/2015,1,1650,"Shan, Maurice",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,28/08/2022,1184
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,18/09/2015,1,"126,9","Gill, Robin",Femenino,20000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,28/08/2022,87
SV Videos de Auto LCD7 M7001 Dorado,Videos de Auto,TV y Video,Dorado,18/09/2015,1,1650,"Gill, Robin",Femenino,20000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,28/08/2022,1053
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,18/09/2015,1,"126,9","Mehta, Candace",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,28/08/2022,77
SV Videos de Auto LCD9.2W X9281 Dorado,Videos de Auto,TV y Video,Dorado,18/09/2015,1,1650,"Mehta, Candace",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,28/08/2022,1102
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,18/09/2015,1,"126,9","Sandberg, Abby",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,28/08/2022,86
SV Videos de Auto LCD7 M7002 Dorado,Videos de Auto,TV y Video,Dorado,18/09/2015,1,1650,"Sandberg, Abby",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,28/08/2022,1182
Contoso Expandable Cordless Phone System M008 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,18/09/2015,51,"22,99","Davis, Ethan",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,28/08/2022,16
"Adventure Works 20"" CRT TV E15 Negro",Televisores,TV y Video,Negro,18/09/2015,1,"169,99","White, Tyler",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Dallas,Estados Unidos,28/08/2022,112
Contoso Private Automatic Branch Exchange M65 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,18/09/2015,1,"38,99","Ramos, Kristi",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,28/08/2022,27
A. Datum Full Frame Digital Camera X300 Rosa,Cámaras Digitales,Cámaras y videocámaras,Rosa,17/09/2015,1,231,"Powell, Miranda",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,27/08/2022,165
Contoso Expandable Cordless Phone System M008 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,17/09/2015,3,"22,99","Davis, Ethan",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,27/08/2022,14
"Adventure Works 20"" CRT TV E15 Negro",Televisores,TV y Video,Negro,17/09/2015,1,"169,99","White, Tyler",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Dallas,Estados Unidos,27/08/2022,103
Contoso Private Automatic Branch Exchange M65 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,17/09/2015,1,"38,99","Ramos, Kristi",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,27/08/2022,26
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,16/09/2015,4,250,"Flores, Emily",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,26/08/2022,156
Contoso Expandable Cordless Phone System M008 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,16/09/2015,1,"22,99","Davis, Ethan",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,26/08/2022,15
"Adventure Works 20"" CRT TV E15 Negro",Televisores,TV y Video,Negro,16/09/2015,1,"169,99","White, Tyler",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Dallas,Estados Unidos,26/08/2022,118
Contoso Private Automatic Branch Exchange M65 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,16/09/2015,1,"38,99","Ramos, Kristi",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,26/08/2022,27
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,15/09/2015,2,"59,99","Patterson, Cameron",Masculino,100000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,25/08/2022,43
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,15/09/2015,1,"25,69","Patterson, Cameron",Masculino,100000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,25/08/2022,19
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,15/09/2015,2,"126,9","Zheng, Colin",Masculino,110000,Soltero,Mayor a 61 años,Tienda,Tienda Monterrey,México,25/08/2022,77
SV Videos de Auto TFT7 M7002 Dorado,Videos de Auto,TV y Video,Dorado,15/09/2015,1,1818,"Zhou, Tamara",Femenino,100000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,25/08/2022,1176
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,15/09/2015,3,250,"Flores, Emily",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,25/08/2022,155
Contoso Expandable Cordless Phone System M008 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,15/09/2015,1,"22,99","Davis, Ethan",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,25/08/2022,17
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,14/09/2015,1,"59,99","Zhou, Candice",Femenino,100000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,24/08/2022,40
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,14/09/2015,1,"25,69","Zhou, Candice",Femenino,100000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,24/08/2022,16
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,14/09/2015,1,"126,9","Alonso, Monique",Femenino,90000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,24/08/2022,81
SV Videos de Auto LCD7W M7081 Dorado,Videos de Auto,TV y Video,Dorado,14/09/2015,1,1818,"Alonso, Monique",Femenino,90000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,24/08/2022,1274
Adventure Works Desktop PC1.60 ED160 Marrón,Desktops,Computadoras,Marrón,14/09/2015,1,"269,95","Guo, Suzanne",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,24/08/2022,171
SV 40GB USB2.0 Portable Hard Disk E400 Dorado,Accesorios de Computadoras,Computadoras,Dorado,14/09/2015,1,"75,99","Jimenez, Pedro",Masculino,20000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,24/08/2022,48
Contoso USB Cable M250 Blanco,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Blanco,14/09/2015,1,25,"Jimenez, Pedro",Masculino,20000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,24/08/2022,15
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,14/09/2015,1,"59,99","Foster, Seth",Masculino,100000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,24/08/2022,38
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,14/09/2015,1,"25,69","Foster, Seth",Masculino,100000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,24/08/2022,17
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,14/09/2015,2,"126,9","Moreno, Arthur",Masculino,110000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,24/08/2022,79
Adventure Works Desktop PC1.60 ED160 Marrón,Desktops,Computadoras,Marrón,14/09/2015,51,"269,95","Sun, Wesley",Masculino,100000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,24/08/2022,173
Contoso Reserve Pen - Tablet Pen E200 Gris Plata,Accesorios de Computadoras,Computadoras,Gris Plata,14/09/2015,2,999,"Moreno, Arthur",Masculino,110000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,24/08/2022,620
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,14/09/2015,51,"59,99","Shan, Cassie",Femenino,20000,Soltero,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,24/08/2022,42
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,14/09/2015,1,"25,69","Shan, Cassie",Femenino,20000,Soltero,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,24/08/2022,19
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,14/09/2015,1,"126,9","Zhou, Tamara",Femenino,100000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,24/08/2022,85
SV Videos de Auto LCD7 M7002 Negro,Videos de Auto,TV y Video,Negro,14/09/2015,1,1818,"Zheng, Colin",Masculino,110000,Soltero,Mayor a 61 años,Tienda,Tienda Monterrey,México,24/08/2022,1318
Adventure Works Desktop PC1.60 ED160 Marrón,Desktops,Computadoras,Marrón,14/09/2015,1,"269,95","Young, Janet",Femenino,10000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,24/08/2022,188
Litware Washer & Dryer 21in E214 Verde,Lavadoras y secadoras,Electrodomésticos,Verde,14/09/2015,51,"499,9","Davis, Nicholas",Masculino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,24/08/2022,357
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,14/09/2015,1,250,"Flores, Emily",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,24/08/2022,153
Contoso Expandable Cordless Phone System M008 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,14/09/2015,1,"22,99","Davis, Ethan",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,24/08/2022,14
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,14/09/2015,2,"59,99","Wagner, Jamie",Femenino,100000,Soltero,Mayor a 61 años,Revendedora,Tienda Ciudad de México,México,24/08/2022,39
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,14/09/2015,1,"25,69","Wagner, Jamie",Femenino,100000,Soltero,Mayor a 61 años,Revendedora,Tienda Ciudad de México,México,24/08/2022,18
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,14/09/2015,1,"126,9","Ward, Brianna",Femenino,100000,Casado,Mayor a 61 años,Revendedora,Tienda Ciudad de México,México,24/08/2022,83
SV Videos de Auto TFT6.2W E6281 Dorado,Videos de Auto,TV y Video,Dorado,14/09/2015,1,1818,"Ward, Brianna",Femenino,100000,Casado,Mayor a 61 años,Revendedora,Tienda Ciudad de México,México,24/08/2022,1239
Adventure Works Desktop PC1.60 ED160 Marrón,Desktops,Computadoras,Marrón,14/09/2015,1,"269,95","Tang, Dale",Masculino,30000,Soltero,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,24/08/2022,165
Contoso USB Cable M250 Blanco,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Blanco,14/09/2015,1,25,"Shan, Kelvin",Masculino,30000,Soltero,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,24/08/2022,16
SV 40GB USB2.0 Portable Hard Disk E400 Dorado,Accesorios de Computadoras,Computadoras,Dorado,13/09/2015,1,"75,99","Stewart, Mason",Masculino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,23/08/2022,50
Contoso USB Cable M250 Blanco,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Blanco,13/09/2015,3,25,"Stewart, Mason",Masculino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,23/08/2022,16
SV DVD 55DVD Storage Binder M56 Rojo,Películas DVD,"Música, películas y audiolibros",Rojo,13/09/2015,1,250,"Li, Louis",Masculino,10000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,23/08/2022,176
SV 40GB USB2.0 Portable Hard Disk E400 Dorado,Accesorios de Computadoras,Computadoras,Dorado,13/09/2015,1,"75,99","Nath, Brad",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,23/08/2022,53
Contoso USB Cable M250 Blanco,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Blanco,13/09/2015,1,25,"Nath, Brad",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,23/08/2022,16
Litware Washer & Dryer 24in M260 Verde,Lavadoras y secadoras,Electrodomésticos,Verde,13/09/2015,51,"499,9","Davis, Nicholas",Masculino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,23/08/2022,318
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,13/09/2015,1,250,"Flores, Emily",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,23/08/2022,150
SV 40GB USB2.0 Portable Hard Disk E400 Dorado,Accesorios de Computadoras,Computadoras,Dorado,13/09/2015,3,"75,99","Shan, Kelvin",Masculino,30000,Soltero,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,23/08/2022,46
SV 40GB USB2.0 Portable Hard Disk E400 Dorado,Accesorios de Computadoras,Computadoras,Dorado,13/09/2015,2,"75,99","Luo, Willie",Masculino,30000,Soltero,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,23/08/2022,48
Contoso USB Cable M250 Blanco,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Blanco,13/09/2015,1,25,"Luo, Willie",Masculino,30000,Soltero,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,23/08/2022,15
Proseware Screen 80in E1010 Dorado,Proyectores y pantallas,Computadoras,Dorado,12/09/2015,1,109,"Anderson, Ryan",Masculino,50000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,22/08/2022,67
Contoso USB Cable M250 Amarillo,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Amarillo,12/09/2015,1,25,"Lal, Shawn",Masculino,30000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,22/08/2022,15
Contoso USB Cable M250 Amarillo,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Amarillo,12/09/2015,1,25,"Flores, Ian",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,22/08/2022,16
Contoso USB Cable M250 Amarillo,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Amarillo,12/09/2015,4,25,"Ross, Jennifer",Femenino,80000,Soltero,Mayor a 61 años,Tienda,Tienda Monterrey,México,22/08/2022,16
SV Hand Games women M40 Rojo,Juegos en caja,Juegos y juguetes,Rojo,12/09/2015,1,250,"Martinez, Rachael",Femenino,20000,Soltero,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,22/08/2022,182
SV Hand Games women M40 Rojo,Juegos en caja,Juegos y juguetes,Rojo,12/09/2015,1,250,"Bradley, Derrick",Masculino,90000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,22/08/2022,186
SV Hand Games women M40 Rojo,Juegos en caja,Juegos y juguetes,Rojo,12/09/2015,3,250,"Suri, Frederick",Masculino,20000,Soltero,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,22/08/2022,172
Contoso DVD 60 DVD Storage Binder L20 Negro,Películas DVD,"Música, películas y audiolibros",Negro,12/09/2015,4,"22,89","Butler, Victoria",Femenino,80000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,22/08/2022,14
Contoso USB Cable M250 Amarillo,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Amarillo,12/09/2015,1,25,"Kumar, Kristin",Femenino,30000,Soltero,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,22/08/2022,18
MGS MechCollectiActivo E116,Juegos para Descargar,Juegos y juguetes,Dorado,11/09/2015,2,28,"Rai, Sheena",Femenino,30000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,21/08/2022,20
Contoso Water Heater 1.5GPM E0800 Blanco,Calentadores de agua,Electrodomésticos,Blanco,11/09/2015,51,"257,5","Munoz, Janet",Femenino,90000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,21/08/2022,189
MGS MechCollectiActivo E116,Juegos para Descargar,Juegos y juguetes,Dorado,11/09/2015,2,28,"Ross, Jennifer",Femenino,80000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,21/08/2022,20
Contoso Water Heater 1.5GPM E0800 Blanco,Calentadores de agua,Electrodomésticos,Blanco,11/09/2015,1,"257,5","Rodriguez, Terrance",Masculino,90000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,21/08/2022,157
MGS MechCollectiActivo E116,Juegos para Descargar,Juegos y juguetes,Dorado,11/09/2015,1,28,"Ross, Chloe",Femenino,30000,Soltero,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,21/08/2022,21
Contoso Water Heater 1.5GPM E0800 Blanco,Calentadores de agua,Electrodomésticos,Blanco,11/09/2015,2,"257,5","Sara, Francisco",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,21/08/2022,176
MGS MechCollectiActivo E116,Juegos para Descargar,Juegos y juguetes,Dorado,11/09/2015,1,28,"Flores, Ian",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,21/08/2022,18
Fabrikam Trendsetter 1/2'' 3mm X300 Blanco,Videocámaras,Cámaras y videocámaras,Blanco,11/09/2015,51,"665,94","Perez, Sydney",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,21/08/2022,458
Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Gris Plata,Videocámaras,Cámaras y videocámaras,Gris Plata,11/09/2015,51,"665,94","Perez, Sydney",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,21/08/2022,459
Reusable Teléfono Screen Protector E120,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Transparente,11/09/2015,1,250,"Jones, Michael",Masculino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,21/08/2022,182
Proseware 23ppm Laser Printer with Wireless and WiRojo Network Interfaces M680 Blanco,"Impresoras, escáneres y fax",Computadoras,Blanco,11/09/2015,3,196,"Deng, Wayne",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,21/08/2022,132
MGS MechCollectiActivo E116,Juegos para Descargar,Juegos y juguetes,Dorado,11/09/2015,1,28,"Andersen, Damien",Masculino,30000,Soltero,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,21/08/2022,20
Contoso Water Heater 1.5GPM E0800 Blanco,Calentadores de agua,Electrodomésticos,Blanco,11/09/2015,1,"257,5","Dominguez, Randall",Masculino,90000,Casado,Mayor a 61 años,Revendedora,Tienda Ciudad de México,México,21/08/2022,177
Proseware Laser Jet All in Activoe X300 Blanco,"Impresoras, escáneres y fax",Computadoras,Blanco,10/09/2015,52,219,"Zhang, Heather",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Chicago,Estados Unidos,20/08/2022,133
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,10/09/2015,3,"126,9","Guo, Suzanne",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,20/08/2022,85
Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Blanco,Accesorios de Computadoras,Computadoras,Blanco,10/09/2015,4,1000,"Guo, Suzanne",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,20/08/2022,733
Fabrikam Coffee Maker Super-Auto 12C X125 Dorado,Máquinas de café,Electrodomésticos,Dorado,10/09/2015,1,"1599,9","Tang, Dale",Masculino,30000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,20/08/2022,1095
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,10/09/2015,1,"126,9","Shan, Maurice",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,20/08/2022,92
Fabrikam Coffee Maker 12C M100 Blanco,Máquinas de café,Electrodomésticos,Blanco,10/09/2015,1,"1599,9","Shan, Maurice",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,20/08/2022,1033
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,10/09/2015,3,"126,9","Foster, Seth",Masculino,100000,Soltero,Mayor a 61 años,Tienda,Tienda Monterrey,México,20/08/2022,77
Contoso Mouse Lock Bundle E200 Gris Plata,Accesorios de Computadoras,Computadoras,Gris Plata,10/09/2015,3,999,"Foster, Seth",Masculino,100000,Soltero,Mayor a 61 años,Tienda,Tienda Monterrey,México,20/08/2022,609
Contoso Rubberized Skin NegroBerry E100 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,10/09/2015,1,"14,99","Ross, Seth",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,20/08/2022,11
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,10/09/2015,1,250,"Hayes, Dalton",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,20/08/2022,181
A. Datum Advanced Digital Camera M300 Verde,Cámaras Digitales,Cámaras y videocámaras,Verde,10/09/2015,1,"188,5","Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,20/08/2022,141
Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Blanco,Videocámaras,Cámaras y videocámaras,Blanco,10/09/2015,51,411,"Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,20/08/2022,275
WWI Chandelier M615 Negro,Lámparas,Electrodomésticos,Negro,10/09/2015,1,758,"Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,20/08/2022,563
WWI Wall Lamp E215 Negro,Lámparas,Electrodomésticos,Negro,10/09/2015,1,758,"Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,20/08/2022,478
WWI Desk Lamp E120 Negro,Lámparas,Electrodomésticos,Negro,10/09/2015,1,758,"Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,20/08/2022,457
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,10/09/2015,1,"126,9","Patterson, Cameron",Masculino,100000,Casado,Mayor a 61 años,Revendedora,Tienda Ciudad de México,México,20/08/2022,88
Fabrikam Coffee Maker Auto 10C M100 Dorado,Máquinas de café,Electrodomésticos,Dorado,10/09/2015,1,"1599,9","Patterson, Cameron",Masculino,100000,Casado,Mayor a 61 años,Revendedora,Tienda Ciudad de México,México,20/08/2022,1077
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,09/09/2015,1,"126,9","Zhou, Edwin",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,19/08/2022,80
SV Videos de Auto AM/FM E1001 Negro,Videos de Auto,TV y Video,Negro,09/09/2015,1,1818,"Zhou, Edwin",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,19/08/2022,1203
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,09/09/2015,2,250,"Mehta, Bryant",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,19/08/2022,155
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,09/09/2015,1,"126,9","Lopez, Stefanie",Femenino,20000,Casado,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,19/08/2022,92
SV Videos de Auto AM/FM E1000 Negro,Videos de Auto,TV y Video,Negro,09/09/2015,1,1818,"Lopez, Stefanie",Femenino,20000,Casado,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,19/08/2022,1300
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,09/09/2015,1,250,"Sandberg, Abby",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,19/08/2022,165
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,09/09/2015,1,"126,9","Subram, Stanley",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,19/08/2022,78
SV Videos de Auto LCD9.2W X9280 Negro,Videos de Auto,TV y Video,Negro,09/09/2015,1,1818,"Subram, Stanley",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,19/08/2022,1136
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,09/09/2015,1,250,"He, Ronnie",Masculino,40000,Casado,Entre 41 y 50 años,Tienda,Tienda Monterrey,México,19/08/2022,164
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,09/09/2015,1,250,"Li, Logan",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,19/08/2022,179
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,09/09/2015,1,250,"Mehta, Allen",Masculino,10000,Casado,Entre 41 y 50 años,Tienda,Tienda Monterrey,México,19/08/2022,175
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,09/09/2015,1,250,"Deng, Lindsey",Femenino,40000,Casado,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,19/08/2022,170
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,09/09/2015,1,250,"Blanco, Dana",Femenino,10000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,19/08/2022,186
